movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
2122,Children of the Corn (1984),9/26/2009,A traveling couple end up in an abandoned Nebraska town inhabited by a cult of murderous children who worship a demon that lives in the local cornfields.,1.4246,4.449,197,25754
2123,All Dogs Go to Heaven (1989),11/17/1989,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",4.1529,6.8,1079,11497
2124,"Addams Family, The (1991)",11/22/1991,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",12.4289,7.1,4789,2907
2125,Ever After: A Cinderella Story (1998),7/31/1998,"Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry.",6.1169,7.433,1507,9454
2126,Snake Eyes (1998),8/7/1998,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne, to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",1.8192,6.185,1412,8688
2130,Atlantic City (1980),9/15/1944,"In 1915, Atlantic City is a sleepy seaside resort, but Brad Taylor, son of a small hotel and vaudeville house proprietor, has big plans: he thinks it can be ""the playground of the world."" Brad's wheeling and dealing proves remarkably successful in attracting big enterprises and big shows, but brings him little success in personal relationships. Full of nostalgic songs and acts, some with the original artists. Reissued in 1950 as ""Atlantic City Honeymoon"".",0.4346,5,2,186807
2131,Autumn Sonata (Höstsonaten) (1978),10/19/2017,It is said that time is equal to everyone but things are different to Suryeon who turns 30. She doesn't have much time to live. Her dad died from disease when she was young. She expects the same path.,0.8919,5.2,4,477210
2132,Who's Afraid of Virginia Woolf? (1966),7/5/2024,,0.3589,0,0,1402087
2133,Adventures in Babysitting (1987),6/24/2016,"Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.",4.4066,7.3,427,360606
2134,Weird Science (1985),8/1/1985,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",5.9889,6.552,1456,11814
2135,Doctor Dolittle (1967),6/26/1998,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",4.9376,5.7,3144,3050
2136,"Nutty Professor, The (1963)",6/28/1996,"When beautiful Carla Purty joins the university faculty, genetic professor Dr. Sherman Klump grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up, plumped down Don Juan.",6.233,5.646,2985,9327
2137,Charlotte's Web (1973),12/7/2006,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",4.4987,6.218,1409,9986
2138,Watership Down (1978),10/14/1978,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",1.8706,7.191,659,11837
2139,"Secret of NIMH, The (1982)",6/17/1982,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",6.958,7.447,877,11704
2140,"Dark Crystal, The (1982)",8/30/2019,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",2.0178,7.539,38,627133
2141,"American Tail, An (1986)",2/15/1998,"Fievel and his friend Tony Toponi find a map that they believe points to a treasure buried somewhere beneath Old New York, and the plucky rodent is determined to find it. However, what he discovers under the city is a tribe of Native American mice who were driven underground by prejudiced European immigrants.",1.2651,6.247,179,31473
2142,"American Tail: Fievel Goes West, An (1991)",11/21/1991,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",4.9213,6.328,758,10380
2143,Legend (1985),9/9/2015,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",8.8538,7.056,4048,276907
2144,Sixteen Candles (1984),5/4/1984,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",4.711,6.756,2129,15144
2145,Pretty in Pink (1986),2/28/1986,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",2.2983,6.727,1154,11522
2146,St. Elmo's Fire (1985),6/28/1985,"Reluctant to let go of college life, a close-knit team of seven friends--irresponsible saxophone player Billy, young Republican Alec, his girlfriend Leslie, struggling journalist Kevin, drama queen Jules, lovesick waiter Kirby, and Wendy, a social worker with a heart of gold--realise the party is over. And as the burdens of maturity close in on the young dreamers, the complexities of adulthood and the daily struggle of growing up put their sacred friendship to the test. But everyone knows life is not a bed of roses. It won't be easy, but when all is said and done, what will it take for St. Elmo's clique to find its place in the real world?",2.6207,6.123,562,11557
2147,"Clan of the Cave Bear, The (1986)",1/17/1986,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",1.0494,5.184,122,13853
2148,House (1986),12/6/1985,"Roger Cobb, a divorced horror novelist coming to terms with the disappearance of his young son, inherits an old mansion home to malevolent supernatural residents.",1.5021,6.2,589,11415
2149,House II: The Second Story (1987),5/14/1987,"Jesse moves into an old family property where his parents were mysterious murdered years before. He soon finds himself with unexpected guests in the form of his mummified great-great grandfather, a mystical crystal skull, and a zombie cowboy.",1.6367,5.5,262,37530
2150,"Gods Must Be Crazy, The (1980)",7/5/1991,"Two guys, one of them a magician, are transporting an ancient chinese vampire who can only be controlled by a series of yellow tapes, and is the ancestor of the other guy. On the way, while flying over Africa, their plane stalls. And of all places, where do they land? That's right, in the village of the tribe of ""The Gods Must Be Crazy"".",2.063,5.2,52,50507
2151,"Gods Must Be Crazy II, The (1989)",7/1/1989,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",1.9862,7.089,514,11937
2152,Air Bud: Golden Receiver (1998),8/14/1998,Josh and Buddy move from basketball to football in this first of several sequels to the original Air Bud.,3.5446,5.1,176,21661
2153,"Avengers, The (1998)",4/25/2012,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",43.5062,7.795,32860,24428
2154,How Stella Got Her Groove Back (1998),8/14/1998,"Through good times and bad, Stella and Delilah have always had each other. Now, Stella's so busy building a life that she's forgotten how to really live. But Delilah is about to change all that. What starts as a quick trip to Jamaica, ends as an exhilarating voyage of self discovery as Stella learns to open her heart and find love – even if it's with a man 20 years her junior.",1.7258,5.8,119,33644
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",12/22/2000,"Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Meanwhile, Roro's best friend, Måns, has serious problems getting an erection.",0.7787,6.248,121,10978
2159,Henry: Portrait of a Serial Killer (1986),9/24/1986,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",1.5818,6.735,735,10692
2160,Rosemary's Baby (1968),6/12/1968,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",8.2064,7.824,4115,805
2161,"NeverEnding Story, The (1984)",4/6/1984,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",12.4229,7.2,4176,34584
2162,"NeverEnding Story II: The Next Chapter, The (1990)",10/25/1990,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",7.6574,5.782,834,34636
2163,Attack of the Killer Tomatoes! (1978),10/4/1978,"After a wave of reports of mysterious attacks involving people and pets being eaten by the traditionally docile fruit, a special government task force is set up to investigate the violent fruit and put a stop to their murderous spree.",1.3844,4.995,311,2182
2164,Surf Nazis Must Die (1987),7/3/1987,"When a Black oil well worker is killed by a band of California neo-Nazis, his gun-wielding grandmother busts out of her retirement home to avenge him.",0.9735,3.85,117,28070
2165,Your Friends and Neighbors (1998),8/19/1998,"Restless and unhappy, two couples get caught up in infidelity and deception. Barry is a sullen businessman married to Mary, a writer who is unsatisfied with their relationship. Mary begins an affair with Jerry, a smug theater professor and husband of her friend, Terri, who is also a writer. Adding to the adulterous mix are Cary, a callous doctor, and Cheri, an art-gallery assistant.",1.282,5.8,81,77469
2166,Return to Paradise (1998),7/19/1953,An American drifter comes to a remote Polynesian island controlled by a Puritanical missionary and turns the social life of the island upside-down.,1.1013,5.9,30,116932
2167,Blade (1998),8/21/1998,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",8.2923,6.815,6341,36647
2169,Dead Man on Campus (1998),8/21/1998,"Two college roommates venture out to identify a fellow student, who is most likely to commit suicide as it will help them pass the semester.",2.8551,5.456,149,14557
2170,Wrongfully Accused (1998),7/23/1998,"Ryan Harrison, a violin god, superstar and sex symbol does not want to cheat on sexy Lauren Goodhue's husband with her. Mr. Goodhue is found murdered and Ryan suddenly finds himself being the main suspect. After being sentenced to death he manages to flee while being transferred to his execution site. Now, all the world is after him as he stumbles from one unfortunate incident to the next in order to prove himself innocent - by finding a mysterious one-eyed, one-armed, one-legged man...",2.4518,5.973,458,9417
2171,Next Stop Wonderland (1998),8/21/1998,"Dumped by her loser boyfriend, Erin's love life hits rock bottom when her overbearing mother places an embarrassing ad in the ""personals"" section of a local newspaper on her behalf. Erin's disgust turns to curiosity as she searches for the right guy in a hilarious series of disastrous dates. Meanwhile, a lonely ex-plumber named Alan clumsily searches for his dream job while narrowly missing one chance meeting with Erin after another.",2.254,5.937,87,41469
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",12/5/2024,A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces.,296.9859,7.686,97,1382406
2174,Beetlejuice (1988),3/30/1988,A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.,8.2464,7.372,8034,4011
2175,Déjà Vu (1997),10/24/2017,An unsuspecting teenager gets trapped in an alternate dimension by a time controlling monster that has taken the form of his friend.,0.0214,0,0,590318
2176,Rope (1948),3/11/1948,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,2.6747,7.942,2840,1580
2177,Family Plot (1976),4/9/1976,Spiritualist Blanche Tyler and her cab-driving boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,1.1666,6.76,477,5854
2178,Frenzy (1972),8/15/2018,"A group of friends run a popular travel vlog that helps fund their adventures. The leader of the group brings along her younger sister for the next scuba diving trip to an isolated cove. But when their plane crashes, the two sisters must use their strength, resourcefulness and immense courage to survive a pack of great white sharks.",3.0422,3.913,63,542787
2179,Topaz (1969),12/17/1969,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",2.9673,6.044,394,2370
2180,Torn Curtain (1966),7/15/1966,"During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution, but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.",4.3147,6.604,608,5780
2181,Marnie (1964),7/17/1964,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",2.6667,7.129,1171,506
2182,"Wrong Man, The (1956)",12/22/1956,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",2.0542,7.1,583,22527
2183,"Man Who Knew Too Much, The (1956)",11/5/1984,"A young employee named Mehraban who is unhappy with his hard life meets a mysterious old man dressed in black. The old man says he will get Mehraban what he wants on the condition that he make the right use of his opportunities. Mehraban agrees. The old man leaves a newspaper with him dated three months in the future reporting the war between Iran and Iraq. Mehraban makes a lot of money by purchasing essential goods, hoarding them and then selling them later at much higher prices during the war. However he loses his fiancee and breaks with his friends. The mysterious old man appears again. He tells him he has abused his privileged opportunity and not to continue on the wrong path; on their last meeting he tells him he has become a monster and he must either to go back to his former life or die. The fear of death causes Mehraban to donate his illegitimate funds to charities and return to his honorable life.",0.2115,0,1,559478
2184,"Trouble with Harry, The (1955)",10/3/1955,"When a local man's corpse appears on a nearby hillside, no one is quite sure what happened to him. Many of the town's residents secretly wonder if they are responsible, including the man's ex-wife, Jennifer, and Capt. Albert Wiles, a retired seaman who was hunting in the woods where the body was found. As the no-nonsense sheriff gets involved and local artist Sam Marlowe offers his help, the community slowly unravels the mystery.",3.4835,7,860,11219
2185,I Confess (1953),2/13/1953,"Unable, due to the seal of the confessional, to be forthcoming with information that would serve to clear himself during a murder investigation, a priest becomes the prime suspect.",0.9842,7.1,456,30159
2186,Strangers on a Train (1951),6/27/1951,"Having met on a train, a smooth-talking psychotic socialite shares his theory on how two complete strangers can get away with murder to an amateur tennis player — a theory he plans to test out.",5.2803,7.668,1770,845
2187,Stage Fright (1950),2/23/1950,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high-society entertainer.,1.6773,6.808,342,1978
2188,54 (1998),8/28/1998,"Shane O'Shea, a Jersey boy with big dreams, crosses the river in hopes of finding another, more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar - and a front-row ticket to the most legendary party on the planet.",3.042,5.9,497,3682
2190,Why Do Fools Fall In Love? (1998),8/28/1998,"In the mid-80s, three women (each with an attorney) arrive at the office of New York entertainment manager, Morris Levy. One is an L.A. singer, formerly of the Platters; one is a petty thief from Philly; one teaches school in a small Georgia town. Each claims to be the widow of long-dead doo-wop singer-songwriter Frankie Lyman, and each wants years of royalties due to his estate, money Levy has never shared. During an ensuing civil trial, flashbacks tell the story of each one's life with Lyman, a boyish, high-pitched, dynamic performer, lost to heroin. Slowly, the three wives establish their own bond.",1.5498,6.448,48,46702
2193,Willow (1988),5/20/1988,"The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",7.2136,7.006,2034,847
2194,"Untouchables, The (1987)",6/3/1987,"Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",9.5016,7.758,5910,117
2195,Dirty Work (1998),11/25/1933,Stan and Ollie are chimney sweeps working at the home of mad scientist Professor Noodle.,0.4436,6.9,62,48672
2196,Knock Off (1998),9/4/1998,A fashion designer and his CIA agent business partner must join forces to stop a group of terrorists from smuggling explosives in counterfeit jeans during the handover of Hong Kong.,1.4288,5.3,378,37498
2201,"Paradine Case, The (1947)",12/31/1947,"Attorney Anthony Keane agrees to represent Londonite Mrs. Paradine, who has been fingered in her husband's murder. From the start, the married lawyer is drawn to the enigmatic beauty, and he begins to cast about for a way to exonerate his client. Keane puts the Paradine household servant on the stand, suggesting he is the killer. But Keane soon loses his way in the courtroom, and his half-baked plan sets off a stunning chain of events.",1.4835,6.2,249,31667
2202,Lifeboat (1944),1/28/1944,"During World War II, a small group of survivors is stranded in a lifeboat together after the ship they were traveling on is destroyed by a German U-boat.",1.8074,7.4,455,13321
2203,Shadow of a Doubt (1943),1/15/1943,"Just when Charlie is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie, is coming to visit. However, as secrets about him come to the fore, her admiration turns into suspicion.",2.9507,7.5,1079,21734
2204,Saboteur (1942),4/24/1942,Aircraft factory worker Barry Kane flees across the United States after he is wrongly accused of starting the fire that killed his best friend.,2.5661,6.889,519,31997
2205,Mr. & Mrs. Smith (1941),6/7/2005,"A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.",13.5074,6.689,10768,787
2206,Suspicion (1941),11/27/2024,"A young man delves into the sinister world of black magic after the brutal murder of his best friend and his daughter. As he hunts for vengeance, he faces moral dilemmas and shocking betrayals that threaten to shatter his closest relationships. In this gripping tale of friendship, love and revenge, he must confront his newfound powers and decide how far he's willing to go to deliver justice.",1.0411,4.2,4,1393614
2207,Jamaica Inn (1939),5/1/1983,"The respected squire of a quiet Cornish village is in reality the leader of a gang of murderous pirates who attack passing ships, kill their crews and steal their cargoes.",0.6608,3.5,2,23143
2208,"Lady Vanishes, The (1938)",4/30/1979,"On the eve of World War II, zany heiress Amanda Kelly travels by train to Switzerland. While passing through Germany, she meets a sweet elderly lady, who suddenly vanishes. Distraught, she questions her fellow passengers who claim that the woman was never there. Unsure if it's all in her mind or if there's a more sinister plot afoot, Amanda teams up with photographer Robert Condon to discover the truth.",3.1432,6.038,65,4706
2210,Sabotage (1936),3/28/2014,"John 'Breacher' Wharton leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done – until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",3.9873,5.595,1456,144336
2211,Secret Agent (1936),3/3/2004,"From his offices in Switzerland, Russian Igor Lipovsky is engaged in a vast and profitable gunrunning operation with Africa. The French government wants to hinder the activities of the arms dealer and sends a team to sink one of his ships heading for Angola with a load of illegal weaponry. Lisa, Brisseau, Loïc, Tony and Raymond are professionals: they carefully set up their cover, plan all their moves meticulously, and carry out orders without asking questions. Perhaps they should. The code-name of the mission is ""Janus""; and just like with the ancient deity, there are two opposite faces for every aspect of the operation: the objective of the French government, the role of each team member, the presumed friend and the assumed foe...",2.1431,5.357,154,12648
2212,"Man Who Knew Too Much, The (1934)",11/5/1984,"A young employee named Mehraban who is unhappy with his hard life meets a mysterious old man dressed in black. The old man says he will get Mehraban what he wants on the condition that he make the right use of his opportunities. Mehraban agrees. The old man leaves a newspaper with him dated three months in the future reporting the war between Iran and Iraq. Mehraban makes a lot of money by purchasing essential goods, hoarding them and then selling them later at much higher prices during the war. However he loses his fiancee and breaks with his friends. The mysterious old man appears again. He tells him he has abused his privileged opportunity and not to continue on the wrong path; on their last meeting he tells him he has become a monster and he must either to go back to his former life or die. The fear of death causes Mehraban to donate his illegitimate funds to charities and return to his honorable life.",0.2115,0,1,559478
2226,"Ring, The (1927)",10/30/2020,A college student investigates a series of mysterious deaths.,2.3974,6.79,69,767585
2227,"Lodger: A Story of the London Fog, The (1927)",2/14/1927,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",2.2398,7.1,316,2760
2231,Rounders (1998),9/11/1998,A young reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.,4.9355,7.01,1799,10220
2232,Cube (1997),7/11/1998,"A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they don't wind up dead first.",6.1931,6.81,4952,431
2236,Simon Birch (1998),9/11/1998,"Simon Birch and Joe Wenteworth are boys who have a reputation for being oddballs. Joe never knew his father, and his mother, Rebecca, is keeping her lips sealed no matter how much he protests. Simon, meanwhile, is an 11-year-old dwarf whose outsize personality belies his small stature. Indeed, he often assails the local reverend with thorny theological questions and joins Joe on his quest to find his biological father.",1.3669,6.8,248,22796
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),10/11/2002,"Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue.",2.1916,4.781,290,12779
2240,My Bodyguard (1980),7/11/1980,"Clifford Peache, an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other.",2.2479,6.3,123,21873
2241,Class (1983),7/22/1983,"Naive Midwestern prep student Jonathan bonds with his more worldly roommate, Skip, who takes the small-town boy under his wing. At Skip's urging, the inexperienced Jonathan is emboldened to seek out older women in the cocktail lounges of nearby Chicago, where he meets and beds the alluring Ellen, who unfortunately turns out to be Skip's mother. The division between the friends is further deepened when a cheating scandal engulfs the school.",2.1828,6.005,193,21500
2243,Broadcast News (1987),12/16/1987,"Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.",1.2169,6.745,428,12626
2244,"Allnighter, The (1987)",5/1/1987,"Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she has found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off, things do not go exactly as planned.",1.8565,4.9,39,37818
2245,Working Girl (1988),2/12/2020,"Everyday, three sex workers cross the border from France into Belgium to practice their trade. At the end of one particularly hot summer, all three share a secret that will bind them together forever.",1.3097,5.438,65,584355
2247,Married to the Mob (1988),8/19/1988,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",1.5282,5.955,299,2321
2248,Say Anything... (1989),4/14/1989,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.",4.5382,7.041,1042,2028
2249,My Blue Heaven (1990),9/15/1950,"Radio star Kitty Moran, long married to partner Jack, finds she's pregnant, but miscarries. For a change, the couple turn their act into a series on early TV and try to adopt a baby. Finally they acquiring a girl in a somewhat back alley manner.",2.3231,7,3,76011
2252,Hero (1992),9/11/2015,"After meeting the chief of police's pretty daughter, a gangster kidnaps the girl. During the journey they fall in love and the gangster decides to set her free.",3.4574,6.018,28,358996
2253,Toys (1992),12/18/1992,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",1.3859,5.295,565,11597
2255,Young Doctors in Love (1982),7/16/1982,An 'Airplane!'-style spoof of hospital soap operas—a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; and there's a mafioso on the loose disguised as a woman.,1.3261,5.26,63,47947
2256,Parasite (1982),3/12/1982,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus & his rednecks, and an evil government agent named Merchant.",1.1341,4.786,77,48311
2257,No Small Affair (1984),11/9/1984,"A 16-year-old aspiring photographer pursues a beautiful ""older woman"" of 22, a down-on-her-luck rock singer.",2.2624,5.4,54,44772
2259,Blame It on Rio (1984),2/17/1984,"Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",5.021,5.761,186,14347
2260,Wisdom (1986),12/31/1986,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",0.9751,5.8,46,41090
2261,One Crazy Summer (1986),8/8/1986,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,3.9792,6.005,206,18282
2262,About Last Night... (1986),7/2/1986,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",1.5535,6.025,224,18169
2263,"Seventh Sign, The (1988)",4/1/1988,"Abby is a pregnant woman with a curious new boarder in the apartment over her garage. Turns out he's heaven-sent and is speeding along the Apocalypse by bloodying rivers, egging on plagues and following scripture word for word.",1.8631,5.986,349,11082
2264,We're No Angels (1989),12/24/1993,Joe and his delivery company friends are back. This time they become embroiled in the evil plot of a corrupt politician.,1.26,0,0,281695
2265,Nothing But Trouble (1991),2/15/1991,"While attempting to seduce gorgeous lawyer Diane Lightson, wealthy gadabout Chris Thorne agrees to drive her to Atlantic City, N.J. But, when some reckless driving draws the attention of a deeply critical cop, they and the flamboyant ""Brazillionaires"" who tagged along end up in the court of a grotesque and vengeful judge, who has a special vendetta against the wealthy and erudite.",3.4125,5.23,376,11933
2266,"Butcher's Wife, The (1991)",9/25/1969,"A movie divided in two segments, the first ""La puerta"" (The Door) is about a high society gathering in which a door inside the mansion leads to a bizarre corridor where a naked and menacing human figure appears. The second ""La mujer del carnicero"" (The Butcher's Wife) is set during the Mexican revolution and is about horrifying hallucinations felt by a lieutenant after committing a murder.",0.313,7.2,10,340593
2267,Mortal Thoughts (1991),4/19/1991,"A loathsome man ends up dead, but it's not clear who's to blame. If ever a person got what he deserved, it's James Urbanksi, an abusive drunk who steals from his wife, Joyce, and promises her close friend Cynthia Kellogg that she'll be the next target of his rage. At a group outing, James bleeds to death after someone cuts his throat. But because he's such a terrible human being, police aren't sure which of his acquaintances decided to kill him.",2.2272,5.655,191,30815
2268,"Few Good Men, A (1992)",12/11/1992,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",6.9104,7.545,3867,881
